# Time (s),Altitude (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°)
50.60790259775908,113.93750616377318,-4.152923713495884,6.896635931804851,0.084214614941131,1.420063445599749,-78.3690833588043,0.031310854925405,78.36908961362798,270.02289142181877,5.506070450488743,1.417564138992994,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
50.82032371758326,113.05723745476445,-4.135034750684527,6.647557125277304,-0.083582664772437,0.556654371181476,-79.50670682573008,0.031275970797041,79.50671297732627,270.02253874051576,5.204949888755548,0.550343553705304,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
51.033646033523006,112.1732404917311,-4.152864798306199,6.750829604195797,-0.014516245332971,0.038154925549956,-80.6295608696239,0.031241576179222,80.62956692221823,270.0222004231639,5.322350449930518,0.035285648147026,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
51.24603469050901,111.29089170834277,-4.155947884156948,6.758635037421176,0.050889350432514,0.999037799696027,-81.76076358230698,0.031207850443567,81.76076953828054,270.02186963468677,5.329844721305541,0.997740847732534,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
51.458248063310975,110.41008987927951,-4.145148483461964,6.586145596112386,-0.001242047982775,0.974004663989889,-82.86936151874201,0.031174286978879,82.86936738240571,270.021553864495,5.118110770904002,0.974003872061536,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
51.67099658271289,109.52818756797592,-4.145412727331325,6.426609965577788,0.052090365710213,1.409641578350284,-83.93618935811207,0.031141056168085,83.9361951349132,270.021257231473,4.910892889255803,1.40867880413317,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
51.88371378816165,108.6475654654945,-4.134332210306645,6.651500755500971,-0.093521425068137,0.323235002855117,-85.01269114780598,0.031108721513415,85.01269683961804,270.02096626215615,5.210543107512974,0.309410100229408,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
52.09698333114501,107.76371146498337,-4.154277481890079,6.612448201530798,0.086993088454807,1.352574762100997,-86.11690470587584,0.031076545570421,86.11691031308882,270.0206760197876,5.144555357014726,1.349774310628878,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
52.30921119043849,106.88401716133578,-4.135815124953987,6.380130095884925,-0.087348956094287,0.24016188720076,-87.17832531005746,0.031044289258422,87.17833083750858,270.0204030838053,4.858095644655262,0.223713861736524,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
52.522368700687906,106.00045270744086,-4.15443421095793,6.356049226926905,0.008384283706975,0.441352018101228,-88.20878253633413,0.031012333979881,88.20878798797285,270.02014397802117,4.810409354924015,0.441272373561667,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
52.734553162059626,105.11913506172483,-4.152655196235578,6.426053093604985,-0.008975487601775,0.052966908576096,-89.2394101903975,0.030981204663266,89.23941556826257,270.01989134841136,4.904040495653339,0.052200900628427,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
52.94681083256269,104.23749995561778,-4.15456031232556,6.435742481183376,0.112394332284412,1.503963219540021,-90.2815063135067,0.030950362871961,90.28151161871799,270.01964217445965,4.915120537215513,1.499757607015056,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
53.15895348396586,103.35866964116569,-4.130716680672056,6.667088736466822,-0.098081071431818,0.501378282399388,-91.35796093980206,0.030919603744855,91.35796617208756,270.01939144342685,5.233283092279683,0.491691250164721,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
53.372302953024516,102.47515120360659,-4.151642225186738,6.762570070771992,0.102248466537608,1.515549901372963,-92.48566950869761,0.030888149446364,92.48567466667373,270.0191355108726,5.338185159410228,1.512096807298496,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
53.584559346517345,101.59624188647513,-4.129939334439294,7.005871446666673,-0.107156343132959,0.339744955027833,-93.65279551779295,0.030855932485336,93.65280060086889,270.01887732908136,5.659137374288637,0.322403710576097,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
53.7979134247905,100.7126636100797,-4.152801577259549,7.074946557918958,0.049743171359989,1.036950432832133,-94.86753345805978,0.030822402163542,94.86753846514922,270.0186153621994,5.727923520554366,1.035756639879175,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
54.01007521585379,99.83271732489185,-4.142247976930646,6.891894953386011,0.002684865032753,1.050924891557789,-96.05946890786292,0.03078783474552,96.0594738417375,270.0183637589393,5.508175536974246,1.050921461953987,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
54.22275986524983,98.95178549081972,-4.14167694735248,6.714248012953267,-0.043976275474483,0.466917405523399,-97.20720420012964,0.030752880722822,97.20720906468499,270.01812633362925,5.284660674368405,0.464841855662864,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
54.435456133228755,98.06987152413566,-4.151030537025515,6.798048132809345,0.007896564513737,0.596142767063081,-98.34174645616582,0.030718414244198,98.34175125382798,270.0178971341847,5.383530802054938,0.596090465441704,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
54.64765544773856,97.18920347509098,-4.149354891448718,6.897642722186079,-0.01727420790054,0.022604816387855,-99.4975485458869,0.030684453816037,99.49755327733855,270.01766967799995,5.510020790136566,0.014580105120937,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
54.85992279553348,96.30804175154306,-4.153021641745024,6.8973778887436,0.041467504381803,0.898451054071221,-100.66681757385659,0.030650347675328,100.66682223996114,270.01744502856513,5.506925910462805,0.897493589192721,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
55.071985079645025,95.42827490161537,-4.144227948049414,6.740984751023829,0.024933842578491,1.134020847780308,-101.81444853196938,0.030616038663763,101.81445313515593,270.017229084607,5.3166013700617,1.133746703057892,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
55.28447968537599,94.54821174856896,-4.138929641001339,6.549299970633931,0.029755733021909,1.367505790878638,-102.91860106820356,0.030581894378761,102.91860561185375,270.0170252355518,5.075686311444605,1.367182023155271,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
55.49722862755538,93.66833224935728,-4.132599140277156,6.322410616461013,-0.092855591524433,0.101219034544026,-103.9675071880696,0.03054852615914,103.96751167607002,270.01683508257753,4.784819782282238,0.040288113342179,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
55.71028576722187,92.78574498420203,-4.152382687009392,6.341845048233951,0.027166847810214,0.718921481980805,-104.98786161006029,0.030516282067006,104.98786604506562,270.0166538692456,4.793403450204681,0.718408003597909,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
55.92231015368395,91.90594922649586,-4.146622652770323,6.454042146474202,0.01258594238551,0.864756805321576,-106.0203278141539,0.030485187651698,106.02033219702399,270.0164748834302,4.945723466187463,0.864665210589767,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
56.134611429143014,91.0258995842029,-4.143950641149025,6.594086254073724,-0.004080587026695,0.805720006079535,-107.08979723600666,0.030454353374558,107.08980156633338,270.0162938572502,5.12929299317992,0.805709672901054,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
56.34703195117073,90.14554736265342,-4.144817441575415,6.728610540222504,0.016941850081712,0.985244510987251,-108.19754213937645,0.030423114013306,108.19754641658012,270.0161104952312,5.300442262491462,0.985098837755033,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
56.55939040632534,89.26574233965944,-4.141219696464602,6.892444636086205,-0.047935048149867,0.098577916713,-109.34534793391514,0.030391139120357,109.345352157329,270.0159246277437,5.509636329843117,0.086138474692469,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
56.77191570663327,88.38454583878891,-4.151407106967928,6.883958390590367,0.040179707522058,0.886451379865188,-110.51433974075755,0.030358136763936,110.51434391042662,270.01573907124435,5.491329725630733,0.885540309623643,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
56.98390185188604,87.50540784918304,-4.142889565652943,7.029592135967768,0.028988501380054,1.159846391812177,-111.69832282203095,0.030324427590948,111.69832693834562,270.0155549486378,5.679052002303188,1.159484074658839,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
57.196306211775074,86.62609395989139,-4.13673228157317,7.226486494665687,-0.066628506361941,0.102821854598039,-112.93073364374919,0.030290052675498,112.93073770591741,270.01536775757955,5.925331474962055,0.078313318937183,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
57.4090090803922,85.74469191645642,-4.15090435600803,7.248257690956629,0.08517193767376,1.304109572775414,-114.19284019094849,0.030254580776425,114.1928441988164,270.0151801088927,5.941988941573815,1.301325293244302,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
57.62096811533553,84.86678347918624,-4.132851394294447,7.013262036616627,0.054952289898894,1.670975568893778,-115.42306635053241,0.030218335443782,115.42307030618794,270.01500032099324,5.666161288467391,1.670071734290103,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
57.833835397715696,83.98827964666766,-4.121153849683102,6.722127178480021,-0.126888282136259,0.476042510297594,-116.5913691590285,0.030182017439319,116.59137306563912,270.01483216288057,5.310657657098783,0.458820046932285,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
58.0472892035621,83.10571299756921,-4.148238636422399,6.6618572208223,-0.007921160421927,0.183712679859424,-117.71449674648429,0.030146510875951,117.71450060672295,270.01467336522023,5.212720771911215,0.183541831631651,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
58.25933167694832,82.22593214125682,-4.149918258870354,6.632499514452572,0.033609683248811,0.825867073238656,-118.81568874663449,0.030112309572466,118.8156925624234,270.0145208787758,5.173802108112375,0.825182896000456,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
58.47127075112435,81.34715715031808,-4.142795053719252,6.765444705679491,0.03423274088379,1.161043482729547,-119.93075242815853,0.03007895374457,119.93075620009952,270.0143699345723,5.348690606913617,1.160538706050057,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
58.68355665319988,80.46847151966637,-4.135527925440218,6.957531870149071,0.061319287252373,1.60668075764845,-121.09235405301195,0.03004579104905,121.09235778053691,270.01421639704154,5.595056612943622,1.60551019990801,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
58.896197983330836,79.59047367753281,-4.122488910636192,7.227475776851789,-0.126669516464069,0.173829461957488,-122.31839197662495,0.030012084931574,122.3183956585129,270.01405811291886,5.936454437343977,0.119044174335365,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
59.109494228299695,78.70828083989473,-4.149507042849999,7.263746812564426,7.042763856457833e-4,0.065332198462921,-123.58732339043976,0.029976999186048,123.5873270260087,270.01389750546434,5.961846111598161,0.065328402328322,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
59.32138405246613,77.82905833226108,-4.14935781385048,7.252304333575923,0.002185388758319,0.177217461054161,-124.849111379927,0.029940857844394,124.84911497008052,270.0137404642903,5.948003688586792,0.177203985786037,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
59.53326394601088,76.94994189480971,-4.148894773913013,7.221276783799659,0.204210130582917,2.066787669194298,-126.10539615056456,0.029904119694512,126.10539969623504,270.0135868873873,5.910457727049676,2.056674376779393,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
59.7451499392,76.07543328073827,-4.105625507575171,6.843117098758832,-0.201952457733781,0.254860074649953,-127.31157146443391,0.029867355042681,127.3115749678817,270.0134416167995,5.4746772342188,0.155463379822597,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
59.95925136723651,75.19178430466806,-4.148863817171457,6.842647233792911,0.067652999452355,1.158082647360262,-128.48014450207182,0.029830851666241,128.48014796517387,270.0133030817771,5.441392302775022,1.156104878366168,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
60.17110385877899,74.31435535123894,-4.134531360677154,6.640605056999523,-0.066087648871905,0.074055443561098,-129.60697317039578,0.029795655484981,129.60697659529282,270.0131718628657,5.196468603833258,0.033416034887682,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
60.383673178605804,73.43398772323954,-4.148579567246808,6.654913385772139,9.302547131858413e-4,0.036872672786103,-130.71233793001204,0.02976130372499,130.71234131812062,270.0130454178526,5.203571825808835,0.036860936295211,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
60.59550512229688,72.55520692150657,-4.148382509582786,6.648686773982819,0.091967720653359,1.354833915404657,-131.81379363733774,0.029727863739917,131.81379698958884,270.01292187297213,5.195763502385543,1.35170887275646,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
60.8073296036786,71.67854122576229,-4.128901494851529,6.863025735010534,-0.075001972233518,0.548322739766795,-132.94470887170604,0.029694928147652,132.94471218808002,270.0127977566159,5.482088533144069,0.543168971045335,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
61.02013595543519,70.79818647184725,-4.144862390937092,6.965191098654703,0.111492952968074,1.597476520895098,-134.1236312545566,0.029661627356886,134.12363453441162,270.01267104101964,5.597678340256249,1.593581047907374,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
61.23210527577374,69.92210755247505,-4.121229305473912,6.682136879384086,0.01655364573562,1.683003090077312,-135.27436673807276,0.029627746299285,135.27436998260222,270.01254890215506,5.259888048858826,1.682921679111254,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
61.44527255360355,69.04397242133236,-4.117700609874291,6.401302440652215,-0.138816023487996,0.225042071383656,-136.35736653143925,0.029593766497454,136.3573697428206,270.0124349562969,4.901144215807254,0.177127201512434,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
61.6586048788264,68.16237496977604,-4.147314554943175,6.391593059623463,0.025314222662555,0.710619104253468,-137.398908432976,0.02956074953117,137.3989116129063,270.0123269258873,4.863357258333313,0.710168079725492,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
61.87039633474832,67.28457692460478,-4.141953218869941,6.503354044881027,-0.02472521246722,0.042904586213996,-138.44485346192334,0.029529033073874,138.44485661106094,270.01222067054334,5.013764789632971,0.035063761729813,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
62.0824444222839,66.40572778881582,-4.147196152887526,6.50096699381106,0.04791748867784,0.968513617574438,-139.50722438610475,0.029497678277436,139.50722750462788,270.01211473063836,5.006329586043624,0.967327525559949,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
62.29420693009518,65.52858152168578,-4.137049025317088,6.337936677400626,-0.04580958802421,0.110558157301447,-140.54568818561623,0.029466359367175,140.5456912745275,270.01201244966256,4.801485883438898,0.100621010683374,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
62.5064713260106,64.64940130707512,-4.146772769846181,6.328139104087302,0.027799070898781,0.735822188427101,-141.56260588682514,0.029435289349103,141.56260894708333,270.0119135827825,4.780127625486696,0.735296881972725,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
62.71822047706416,63.77194891669011,-4.140886340183286,6.442772627407271,-0.024375694892807,0.211011887256087,-142.59127836457736,0.029404794339709,142.5912813964666,270.0118153831606,4.935826115874815,0.209599241558429,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
62.93025314360223,62.893397804712194,-4.146054783770127,6.412129907784073,0.011819416008048,0.510699316134647,-143.63312317125124,0.02937430729858,143.6331261749105,270.01171751872903,4.891384229875612,0.510562525951156,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
63.14200400107569,62.01573213111982,-4.143552012295587,6.328405486402824,0.017663452528528,0.770024050619186,-144.65743156577977,0.029343699716949,144.65743454195837,270.01162242484065,4.783272177258425,0.769821434474743,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
